ID,Sale_Category,Product_Source_ID,Product_Associate_ID,Distance
995,Associative,71,95,62.67
996,Associative,23,77,45.05
997,Additive,41,43,72.85
998,Additive,93,1,34.0
999,Associative,80,22,95.41
1000,Additive,28,62,7.79
1001,Associative,48,79,64.45
1002,Associative,38,26,77.95
1003,Associative,31,18,47.44
1004,Associative,14,48,75.74
1005,Associative,97,9,92.76
1006,Additive,73,1,74.66
1007,Associative,91,9,31.63
1008,Additive,88,23,56.62
1009,Additive,77,45,91.25
1010,Associative,90,2,45.46
1011,Associative,29,14,68.49
1012,Additive,51,38,47.09
1013,Associative,49,40,13.01
1014,Associative,43,63,6.8
1015,Additive,92,82,95.28
1016,Additive,92,16,61.64
1017,Associative,72,93,11.28
1018,Additive,87,75,85.89
1019,Associative,93,6,52.75
1020,Associative,5,3,77.42
1021,Associative,42,14,13.55
1022,Additive,7,66,90.78
1023,Additive,42,96,59.46
1024,Additive,36,95,74.09
1025,Additive,27,75,4.11
1026,Additive,58,86,32.22
1027,Associative,46,67,27.48
1028,Associative,66,31,95.01
1029,Associative,25,33,19.35
1030,Associative,73,88,71.0
1031,Additive,27,1,5.23
1032,Associative,1,44,20.57
1033,Additive,87,15,34.52
1034,Associative,74,37,79.66
1035,Additive,42,27,79.21
1036,Additive,52,48,95.31
1037,Associative,25,27,91.76
1038,Associative,54,12,9.07
1039,Associative,67,67,83.16
1040,Associative,6,30,45.67
1041,Additive,58,96,86.72
1042,Associative,70,87,9.84
1043,Associative,53,66,82.45
1044,Additive,66,7,16.8
1045,Associative,58,34,34.05
1046,Associative,82,32,3.86
1047,Associative,87,39,13.25
1048,Associative,2,96,45.13
1049,Associative,76,43,82.02
1050,Additive,22,43,77.59
1051,Associative,37,78,24.29
1052,Associative,20,3,16.02
1053,Associative,24,46,39.54
1054,Associative,84,32,88.44
1055,Associative,65,43,10.05
1056,Additive,65,100,54.75
1057,Associative,81,81,9.79
1058,Additive,1,3,47.55
1059,Additive,94,74,13.55
1060,Associative,3,63,8.95
1061,Associative,46,40,19.89
1062,Associative,55,18,26.27
1063,Associative,75,67,28.35
1064,Additive,88,62,64.88
1065,Associative,86,10,6.44
1066,Associative,64,52,9.0
1067,Associative,45,73,19.68
1068,Associative,26,46,87.33
1069,Associative,77,55,63.23
1070,Associative,65,46,73.31
1071,Additive,24,75,37.67
1072,Additive,74,60,22.11
1073,Associative,35,97,4.76
1074,Associative,24,100,49.37
1075,Associative,28,26,57.85
1076,Additive,100,27,89.8
1077,Associative,80,38,88.33
1078,Additive,16,22,43.04
1079,Associative,59,26,42.93
1080,Associative,81,86,16.95
1081,Associative,54,69,26.49
1082,Associative,79,35,92.64
1083,Additive,16,66,14.96
1084,Additive,15,99,96.9
1085,Associative,98,73,50.97
1086,Associative,11,51,46.2
1087,Additive,65,18,18.29
1088,Additive,79,43,66.49
1089,Additive,90,12,46.52
1090,Additive,68,3,37.7
1091,Associative,43,82,27.19
1092,Additive,69,7,7.58
1093,Associative,99,97,52.41
1094,Additive,13,6,31.98
1095,Additive,10,82,71.08
1096,Additive,75,45,72.63
1097,Additive,82,86,33.88
1098,Additive,98,39,67.24
1099,Associative,41,51,26.61
1100,Associative,50,9,72.99
1101,Additive,87,99,2.59
1102,Additive,71,23,16.01
1103,Associative,59,12,25.26
1104,Additive,39,88,77.52
1105,Additive,3,62,7.57
1106,Associative,76,73,19.62
1107,Additive,7,77,36.5
1108,Additive,49,40,1.91
1109,Associative,26,54,76.45
1110,Associative,33,81,56.45
1111,Associative,48,7,90.17
1112,Additive,79,17,4.07
1113,Associative,2,50,27.87
1114,Associative,71,24,73.39
1115,Associative,32,2,67.84
1116,Associative,4,99,25.06
1117,Associative,20,92,59.97
1118,Associative,36,83,79.58
1119,Additive,32,33,4.3
1120,Additive,28,21,72.05
1121,Associative,77,74,25.96
1122,Associative,1,53,94.84
1123,Associative,60,46,54.28
1124,Additive,56,45,4.31
1125,Additive,35,9,40.94
1126,Additive,30,6,96.66
1127,Additive,54,51,73.31
1128,Additive,36,35,30.75
1129,Additive,55,82,57.95
1130,Additive,89,53,60.31
1131,Additive,80,19,3.31
1132,Additive,58,69,18.7
1133,Associative,83,25,55.63
1134,Associative,65,11,40.87
1135,Associative,69,74,19.81
1136,Associative,51,17,77.49
1137,Additive,22,36,49.41
1138,Additive,88,90,31.69
1139,Associative,53,95,17.01
1140,Additive,100,96,61.51
1141,Associative,36,21,66.96
1142,Additive,68,18,67.29
1143,Associative,36,60,22.81
1144,Additive,52,18,59.94
1145,Additive,53,1,90.64
1146,Associative,82,14,35.97
1147,Additive,50,8,21.87
1148,Associative,80,66,77.44
1149,Associative,41,51,18.51
1150,Associative,18,79,26.12
1151,Associative,22,60,10.96
1152,Additive,66,34,27.52
1153,Additive,21,36,41.62
1154,Additive,100,62,7.35
1155,Associative,44,1,87.3
1156,Additive,47,85,51.85
1157,Associative,39,42,59.22
1158,Additive,29,1,37.76
1159,Additive,54,96,67.31
1160,Additive,90,84,43.75
1161,Associative,85,54,76.37
1162,Additive,17,47,82.32
1163,Additive,80,100,67.51
1164,Associative,60,39,49.64
1165,Additive,31,30,78.44
1166,Associative,73,7,49.93
1167,Additive,95,22,12.04
1168,Associative,78,50,12.52
1169,Associative,49,45,94.91
1170,Additive,2,74,22.14
1171,Associative,48,72,81.78
1172,Associative,14,91,25.42
1173,Associative,59,10,43.65
1174,Associative,97,14,65.84
1175,Associative,99,46,16.73
1176,Associative,58,75,73.99
1177,Additive,58,6,69.3
1178,Associative,51,21,54.77
1179,Associative,84,62,57.02
1180,Additive,2,97,11.47
1181,Additive,41,19,44.16
1182,Additive,83,88,9.57
1183,Additive,82,82,31.48
1184,Additive,16,99,90.13
1185,Additive,4,62,57.88
1186,Additive,12,83,74.53
1187,Associative,29,53,57.81
1188,Associative,7,24,20.23
1189,Additive,14,56,59.89
1190,Associative,12,62,75.78
1191,Associative,99,34,14.7
1192,Associative,5,22,81.87
1193,Additive,81,68,55.98
1194,Additive,32,57,1.42
1195,Associative,74,10,52.46
1196,Additive,43,66,40.17
1197,Associative,81,8,30.35
1198,Associative,69,97,77.35
1199,Associative,45,38,90.05
1200,Associative,9,62,76.5
1201,Additive,49,28,84.83
1202,Additive,33,10,90.97
1203,Additive,100,45,91.35
1204,Associative,100,65,12.35
1205,Additive,18,98,46.18
1206,Associative,9,67,1.03
1207,Additive,62,9,51.14
1208,Associative,57,5,92.5
1209,Associative,29,10,20.71
1210,Associative,78,12,64.34
1211,Additive,25,82,64.79
1212,Additive,15,58,16.88
1213,Additive,6,21,24.61
1214,Additive,42,21,46.74
1215,Associative,29,65,19.63
1216,Additive,79,3,58.91
1217,Additive,93,69,48.97
1218,Associative,4,89,52.4
1219,Associative,82,64,14.31
1220,Associative,57,49,52.21
1221,Additive,49,72,5.9
1222,Associative,44,17,88.27
1223,Associative,80,73,34.98
1224,Associative,75,32,85.78
1225,Additive,14,70,70.46
1226,Associative,3,21,76.85
1227,Additive,62,7,32.14
1228,Additive,64,7,23.55
1229,Associative,45,27,41.27
1230,Associative,82,8,3.4
1231,Additive,58,73,91.96
1232,Associative,20,28,39.31
1233,Associative,58,79,98.87
1234,Additive,89,66,76.38
1235,Additive,57,71,8.97
1236,Associative,77,47,66.36
1237,Additive,68,82,27.81
1238,Associative,78,86,25.13
1239,Associative,97,10,26.4
1240,Associative,92,33,91.69
1241,Additive,52,7,50.5
1242,Associative,37,3,67.28
1243,Associative,8,14,28.81
1244,Associative,44,44,52.77
1245,Additive,98,46,35.66
1246,Additive,5,61,32.79
1247,Additive,69,36,25.45
1248,Additive,31,13,41.49
1249,Additive,45,16,66.34
1250,Associative,9,80,22.98
1251,Additive,32,5,96.58
1252,Additive,33,89,13.34
1253,Additive,67,38,48.54
1254,Associative,30,50,9.42
1255,Additive,76,38,3.24
1256,Additive,29,56,92.35
1257,Associative,3,63,81.23
1258,Additive,90,48,69.72
1259,Associative,57,90,86.65
1260,Associative,30,59,80.48
1261,Associative,9,77,65.08
1262,Associative,26,44,84.89
1263,Associative,2,90,39.69
1264,Additive,62,55,55.72
1265,Associative,3,55,77.85
1266,Associative,46,1,9.4
1267,Additive,68,8,86.01
1268,Associative,25,4,16.53
1269,Additive,51,85,86.59
1270,Additive,13,86,31.82
1271,Additive,44,53,33.35
1272,Associative,35,58,8.32
1273,Associative,55,37,88.7
1274,Associative,87,49,18.28
1275,Additive,9,67,63.37
1276,Associative,2,19,64.75
1277,Associative,61,1,28.83
1278,Associative,41,29,98.58
1279,Additive,44,87,7.35
1280,Additive,64,33,61.18
1281,Associative,31,52,48.47
1282,Associative,47,41,25.3
1283,Associative,2,23,17.19
1284,Associative,96,5,73.97
1285,Additive,82,71,91.72
1286,Additive,77,57,11.65
1287,Additive,69,6,20.2
1288,Additive,58,49,98.64
1289,Associative,44,22,2.49
1290,Associative,74,77,51.32
1291,Associative,56,76,52.1
1292,Additive,43,4,27.05
1293,Associative,89,72,66.64
1294,Additive,34,64,94.55
1295,Additive,30,37,45.57
1296,Associative,71,31,75.19
1297,Associative,70,37,64.96
1298,Associative,55,45,47.82
1299,Additive,67,90,5.93
1300,Associative,13,8,74.43
1301,Additive,3,40,36.96
1302,Associative,26,97,23.22
1303,Additive,57,93,94.88
1304,Additive,24,5,77.58
1305,Associative,53,28,96.26
1306,Additive,70,81,26.37
1307,Additive,43,87,83.74
1308,Associative,60,9,61.16
1309,Additive,58,2,98.17
1310,Associative,49,63,94.69
1311,Additive,42,96,97.32
1312,Associative,76,51,95.22
1313,Associative,100,31,1.76
1314,Additive,66,7,74.37
1315,Additive,11,30,27.92
1316,Additive,98,58,70.8
1317,Additive,90,3,98.08
1318,Additive,18,51,4.9
1319,Associative,85,56,57.13
1320,Additive,100,73,73.76
1321,Associative,52,10,26.08
1322,Associative,46,61,23.29
1323,Additive,44,50,6.97
1324,Associative,22,47,10.3
1325,Associative,53,90,66.02
1326,Associative,59,1,51.02
1327,Associative,94,94,3.98
1328,Additive,30,57,97.0
1329,Associative,8,38,65.95
1330,Additive,98,62,52.03
1331,Additive,57,79,28.0
1332,Associative,73,89,66.15
1333,Additive,20,70,37.05
1334,Additive,25,82,70.55
1335,Additive,19,65,68.57
1336,Associative,5,62,10.18
1337,Additive,75,56,91.02
1338,Additive,79,67,49.21
1339,Additive,72,17,39.9
1340,Associative,83,8,95.59
1341,Additive,87,60,44.38
1342,Associative,27,40,72.4
1343,Associative,40,81,65.86
1344,Associative,96,89,17.35
1345,Associative,26,62,99.12
1346,Associative,27,41,46.9
1347,Associative,62,12,40.08
1348,Additive,83,93,92.04
1349,Associative,50,89,53.39
1350,Additive,42,100,70.8
1351,Additive,29,54,84.78
1352,Associative,39,89,24.31
1353,Additive,60,93,17.78
1354,Additive,41,11,7.78
1355,Additive,33,60,89.82
1356,Additive,83,68,20.84
1357,Associative,83,78,31.47
1358,Additive,97,46,29.29
1359,Associative,16,38,31.15
1360,Additive,23,61,67.14
1361,Additive,7,17,95.46
1362,Associative,26,66,33.62
1363,Additive,96,72,41.36
1364,Additive,12,36,77.34
1365,Additive,72,74,43.8
1366,Associative,5,7,92.68
1367,Additive,92,100,50.82
1368,Associative,69,16,35.43
1369,Additive,49,14,97.19
1370,Associative,26,80,43.15
1371,Associative,5,25,23.89
1372,Additive,22,4,18.59
1373,Additive,79,29,99.52
1374,Associative,13,56,75.55
1375,Associative,28,6,41.46
1376,Additive,33,1,82.81
1377,Associative,23,39,55.13
1378,Additive,97,1,32.42
1379,Additive,18,63,74.6
1380,Additive,30,57,74.84
1381,Additive,26,67,50.52
1382,Associative,16,65,5.47
1383,Additive,77,65,8.63
1384,Associative,39,21,79.09
1385,Additive,33,30,82.52
1386,Associative,26,96,68.15
1387,Additive,48,33,84.07
1388,Associative,65,48,72.23
1389,Associative,38,22,89.8
1390,Additive,2,94,15.89
1391,Additive,6,54,39.39
1392,Additive,46,4,46.95
1393,Additive,50,87,30.47
1394,Associative,38,55,72.81
1395,Additive,88,44,91.33
1396,Associative,18,89,41.84
1397,Associative,27,12,94.21
1398,Additive,41,81,52.16
1399,Associative,72,79,52.73
1400,Associative,92,74,60.42
1401,Associative,74,99,27.56
1402,Associative,17,52,38.95
1403,Additive,62,93,55.77
1404,Additive,29,76,94.26
1405,Additive,58,65,64.63
1406,Additive,70,65,33.98
1407,Associative,78,10,2.04
1408,Associative,22,18,98.18
1409,Additive,6,47,49.81
1410,Additive,26,66,93.91
1411,Additive,39,49,55.39
1412,Associative,12,72,60.94
1413,Additive,99,22,71.48
1414,Additive,14,86,32.78
1415,Additive,22,26,70.2
1416,Associative,51,90,53.15
1417,Associative,23,9,67.58
1418,Associative,48,21,83.75
1419,Associative,71,95,19.24
1420,Associative,50,63,61.74
1421,Associative,89,6,6.16
1422,Associative,13,14,11.11
1423,Associative,85,33,67.78
1424,Additive,10,71,8.02
1425,Additive,55,24,59.94
1426,Associative,9,73,22.78
1427,Associative,79,75,31.1
1428,Additive,52,87,13.83
1429,Associative,2,51,25.62
1430,Associative,25,2,82.31
1431,Associative,13,15,64.25
1432,Additive,98,35,95.03
1433,Additive,51,36,5.83
1434,Additive,58,92,79.45
1435,Additive,34,39,70.21
1436,Additive,35,4,26.83
1437,Associative,3,64,73.19
1438,Additive,59,74,71.94
1439,Associative,70,6,46.48
1440,Associative,48,57,69.18
1441,Additive,64,30,45.01
1442,Additive,19,99,34.22
1443,Associative,67,74,47.18
1444,Associative,82,96,89.62
1445,Associative,73,67,39.07
1446,Additive,76,90,40.97
1447,Additive,5,15,61.23
1448,Additive,67,17,75.55
1449,Additive,11,91,73.73
1450,Additive,94,18,2.96
1451,Associative,68,19,69.05
1452,Additive,69,76,45.6
1453,Associative,1,88,52.88
1454,Associative,91,69,56.6
1455,Associative,92,24,73.44
1456,Additive,63,91,83.3
1457,Additive,29,48,64.98
1458,Additive,82,30,56.83
1459,Associative,12,15,38.0
1460,Associative,77,47,14.65
1461,Associative,41,44,95.9
1462,Associative,2,98,46.72
1463,Associative,37,27,57.06
1464,Associative,45,84,75.36
1465,Additive,80,64,7.77
1466,Additive,48,41,85.65
1467,Additive,24,96,79.91
1468,Additive,99,68,77.67
1469,Associative,22,5,3.18
1470,Associative,100,53,53.13
1471,Additive,11,8,6.37
1472,Associative,58,22,55.54
1473,Additive,46,7,72.13
1474,Additive,29,22,13.06
1475,Additive,35,46,69.79
1476,Associative,15,30,45.5
1477,Additive,60,16,81.34
1478,Additive,95,79,53.83
1479,Additive,42,5,34.28
1480,Associative,43,67,33.87
1481,Associative,80,23,89.85
1482,Additive,74,61,45.83
1483,Associative,49,74,41.17
1484,Associative,64,5,4.95
1485,Associative,32,23,37.07
1486,Associative,64,79,85.11
1487,Associative,2,82,76.34
1488,Associative,24,25,22.87
1489,Associative,87,8,41.89
1490,Associative,66,95,20.46
1491,Associative,38,21,95.47
1492,Associative,31,2,60.21
1493,Additive,26,22,75.68
1494,Additive,29,72,71.67
1495,Associative,67,87,87.5
1496,Additive,78,96,94.98
1497,Additive,25,72,4.21
1498,Associative,48,68,97.55
1499,Associative,65,64,87.18
1500,Associative,53,94,38.91
1501,Additive,67,19,83.87
1502,Additive,90,87,73.92
1503,Associative,18,82,79.52
1504,Associative,9,53,22.85
1505,Associative,38,93,65.21
1506,Additive,87,87,3.57
1507,Additive,21,97,84.97
1508,Additive,65,52,95.15
1509,Additive,21,47,66.55
1510,Associative,27,82,51.75
1511,Associative,70,54,72.85
1512,Associative,44,44,33.31
1513,Associative,100,97,63.01
1514,Additive,28,7,72.18
1515,Additive,45,92,15.13
1516,Associative,17,1,14.87
1517,Associative,40,63,71.9
1518,Additive,3,98,43.75
1519,Associative,76,39,89.03
1520,Additive,76,19,31.88
1521,Associative,66,31,5.2
1522,Associative,46,77,65.34
1523,Associative,86,24,68.74
1524,Associative,87,69,55.81
1525,Associative,30,87,68.65
1526,Associative,69,83,52.85
1527,Associative,9,65,69.57
1528,Additive,85,33,5.35
1529,Additive,11,59,37.47
1530,Additive,69,33,21.87
1531,Additive,99,32,10.83
1532,Additive,91,59,24.18
1533,Associative,66,92,19.94
1534,Associative,88,41,97.34
1535,Additive,31,12,29.37
1536,Associative,33,73,23.86
1537,Additive,39,11,83.65
1538,Additive,94,97,42.49
1539,Associative,46,19,42.73
1540,Associative,37,54,44.92
1541,Associative,92,57,42.24
1542,Additive,60,42,33.33
1543,Associative,31,98,29.35
1544,Additive,11,71,88.31
1545,Additive,87,31,17.01
1546,Additive,2,52,18.93
1547,Associative,27,2,57.6
1548,Associative,99,83,35.02
1549,Additive,2,38,42.73
1550,Associative,21,32,80.85
1551,Associative,58,10,90.46
1552,Associative,5,8,79.26
1553,Additive,52,90,24.26
1554,Additive,45,94,98.02
1555,Associative,85,75,36.95
1556,Additive,93,20,17.74
1557,Associative,20,20,50.45
1558,Associative,61,9,72.8
1559,Associative,38,72,9.24
1560,Associative,20,15,63.79
1561,Additive,25,98,85.95
1562,Additive,2,88,26.92
1563,Additive,32,97,69.62
1564,Associative,26,63,40.59
1565,Associative,70,91,42.0
1566,Associative,41,21,28.8
1567,Additive,67,5,62.81
1568,Associative,97,35,36.74
1569,Additive,1,85,83.26
1570,Additive,51,68,96.33
1571,Additive,5,48,93.57
1572,Additive,13,80,17.15
1573,Additive,19,95,2.4
1574,Additive,12,90,44.41
1575,Associative,48,62,73.16
1576,Associative,25,35,97.77
1577,Additive,57,70,78.56
1578,Additive,35,97,58.47
1579,Associative,76,21,3.61
1580,Additive,94,80,82.73
1581,Additive,5,39,18.54
1582,Associative,98,34,6.51
1583,Additive,22,15,85.19
1584,Additive,77,6,57.06
1585,Additive,57,66,13.73
1586,Associative,47,88,39.27
1587,Associative,54,56,9.47
1588,Associative,3,49,64.16
1589,Additive,53,92,28.96
1590,Additive,84,1,86.74
1591,Associative,31,65,36.42
1592,Additive,69,28,49.97
1593,Additive,88,100,7.29
1594,Additive,33,20,28.28
1595,Additive,72,48,68.0
1596,Additive,88,72,73.89
1597,Associative,50,65,25.04
1598,Additive,84,90,50.88
1599,Associative,16,51,81.94
1600,Additive,76,43,38.61
1601,Associative,77,49,14.24
1602,Additive,39,25,43.76
1603,Associative,89,74,60.46
1604,Additive,46,76,1.73
1605,Associative,96,41,35.51
1606,Additive,88,71,61.14
1607,Associative,47,64,95.24
1608,Additive,44,61,41.45
1609,Associative,9,12,17.13
1610,Associative,87,81,53.89
1611,Additive,50,69,29.29
1612,Additive,77,14,22.26
1613,Associative,60,34,59.45
1614,Additive,96,48,91.67
1615,Associative,15,61,83.69
1616,Associative,36,81,19.05
1617,Associative,63,35,76.82
1618,Additive,69,65,23.76
1619,Associative,86,59,29.78
1620,Associative,80,36,92.09
1621,Additive,41,79,91.19
1622,Additive,74,19,17.69
1623,Additive,24,42,7.35
1624,Additive,82,69,30.02
1625,Associative,49,19,58.6
1626,Associative,18,39,87.81
1627,Associative,7,69,12.76
1628,Associative,4,52,42.08
1629,Additive,90,12,27.9
1630,Associative,69,83,2.48
1631,Associative,60,47,79.06
1632,Additive,55,76,81.52
1633,Associative,16,36,22.9
1634,Associative,99,63,15.97
1635,Associative,90,76,15.31
1636,Associative,82,82,46.93
1637,Associative,29,51,25.4
1638,Associative,23,43,51.62
1639,Additive,14,34,39.1
1640,Additive,79,97,21.88
1641,Associative,49,49,75.37
1642,Associative,33,18,15.89
1643,Additive,25,61,80.09
1644,Associative,21,57,56.58
1645,Associative,17,93,83.37
1646,Associative,23,5,1.47
1647,Additive,57,89,75.17
1648,Associative,81,24,6.1
1649,Additive,58,93,95.06
1650,Associative,14,64,70.57
1651,Additive,93,59,32.7
1652,Additive,20,38,32.67
1653,Associative,30,33,86.29
1654,Additive,19,10,90.38
1655,Associative,53,37,89.27
1656,Additive,56,97,81.07
1657,Associative,77,87,82.08
1658,Associative,82,11,57.7
1659,Additive,23,24,3.79
1660,Associative,62,88,9.59
1661,Associative,33,71,65.31
1662,Additive,18,21,40.72
1663,Associative,73,20,57.16
1664,Associative,33,10,23.88
1665,Additive,32,89,65.29
1666,Additive,61,47,25.04
1667,Associative,54,100,46.62
1668,Associative,17,47,48.39
1669,Additive,19,15,18.59
1670,Additive,91,44,87.74
1671,Associative,70,62,53.06
1672,Additive,99,6,86.81
1673,Associative,34,66,26.99
1674,Associative,84,76,18.06
1675,Associative,25,4,2.78
1676,Associative,68,23,10.29
1677,Associative,74,13,15.6
1678,Additive,74,81,8.81
1679,Additive,88,31,89.79
1680,Additive,85,16,91.23
1681,Additive,11,41,93.8
1682,Associative,91,90,96.03
1683,Associative,16,92,49.69
1684,Associative,90,1,53.47
1685,Associative,61,12,13.95
1686,Additive,94,56,14.57
1687,Associative,80,50,77.5
1688,Associative,7,20,85.72
1689,Additive,16,66,78.69
1690,Additive,99,36,83.62
1691,Additive,16,79,28.38
1692,Additive,40,38,47.14
1693,Associative,12,22,46.46
1694,Associative,35,61,99.53
1695,Additive,21,50,94.97
1696,Associative,50,96,60.25
