Id;Date;Year;Month;Year_Month_Number;Year_Month_Name;Day;Day_Name;Day_Name_Short;Month_Name;Month_Name_Short;Quarter;Quarter_Name;Year_Quarter_Number;Year_Quarter_Name;Week_Number;Day_of_Year;Singular_Day;Name_Singular_Day
738;1/8/2022;2022;1;202201;2022-Jan;8;Saturday;Sat;January;Jan;1;Q1;2022Q;2022 Q1;1;8;NORMAL;NORMAL
739;1/9/2022;2022;1;202201;2022-Jan;9;Sunday;Sun;January;Jan;1;Q1;2022Q;2022 Q1;1;9;NORMAL;NORMAL
740;1/10/2022;2022;1;202201;2022-Jan;10;Monday;Mon;January;Jan;1;Q1;2022Q;2022 Q1;2;10;NORMAL;NORMAL
741;1/11/2022;2022;1;202201;2022-Jan;11;Tuesday;Tue;January;Jan;1;Q1;2022Q;2022 Q1;2;11;NORMAL;NORMAL
742;1/12/2022;2022;1;202201;2022-Jan;12;Wednesday;Wed;January;Jan;1;Q1;2022Q;2022 Q1;2;12;NORMAL;NORMAL
743;1/13/2022;2022;1;202201;2022-Jan;13;Thursday;Thu;January;Jan;1;Q1;2022Q;2022 Q1;2;13;NORMAL;NORMAL
744;1/14/2022;2022;1;202201;2022-Jan;14;Friday;Fri;January;Jan;1;Q1;2022Q;2022 Q1;2;14;NORMAL;NORMAL
745;1/15/2022;2022;1;202201;2022-Jan;15;Saturday;Sat;January;Jan;1;Q1;2022Q;2022 Q1;2;15;NORMAL;NORMAL
746;1/16/2022;2022;1;202201;2022-Jan;16;Sunday;Sun;January;Jan;1;Q1;2022Q;2022 Q1;2;16;NORMAL;NORMAL
747;1/17/2022;2022;1;202201;2022-Jan;17;Monday;Mon;January;Jan;1;Q1;2022Q;2022 Q1;3;17;NORMAL;NORMAL
748;1/18/2022;2022;1;202201;2022-Jan;18;Tuesday;Tue;January;Jan;1;Q1;2022Q;2022 Q1;3;18;NORMAL;NORMAL
749;1/19/2022;2022;1;202201;2022-Jan;19;Wednesday;Wed;January;Jan;1;Q1;2022Q;2022 Q1;3;19;NORMAL;NORMAL
750;1/20/2022;2022;1;202201;2022-Jan;20;Thursday;Thu;January;Jan;1;Q1;2022Q;2022 Q1;3;20;NORMAL;NORMAL
751;1/21/2022;2022;1;202201;2022-Jan;21;Friday;Fri;January;Jan;1;Q1;2022Q;2022 Q1;3;21;NORMAL;NORMAL
752;1/22/2022;2022;1;202201;2022-Jan;22;Saturday;Sat;January;Jan;1;Q1;2022Q;2022 Q1;3;22;NORMAL;NORMAL
753;1/23/2022;2022;1;202201;2022-Jan;23;Sunday;Sun;January;Jan;1;Q1;2022Q;2022 Q1;3;23;NORMAL;NORMAL
754;1/24/2022;2022;1;202201;2022-Jan;24;Monday;Mon;January;Jan;1;Q1;2022Q;2022 Q1;4;24;NORMAL;NORMAL
755;1/25/2022;2022;1;202201;2022-Jan;25;Tuesday;Tue;January;Jan;1;Q1;2022Q;2022 Q1;4;25;NORMAL;NORMAL
756;1/26/2022;2022;1;202201;2022-Jan;26;Wednesday;Wed;January;Jan;1;Q1;2022Q;2022 Q1;4;26;NORMAL;NORMAL
757;1/27/2022;2022;1;202201;2022-Jan;27;Thursday;Thu;January;Jan;1;Q1;2022Q;2022 Q1;4;27;NORMAL;NORMAL
758;1/28/2022;2022;1;202201;2022-Jan;28;Friday;Fri;January;Jan;1;Q1;2022Q;2022 Q1;4;28;NORMAL;NORMAL
759;1/29/2022;2022;1;202201;2022-Jan;29;Saturday;Sat;January;Jan;1;Q1;2022Q;2022 Q1;4;29;NORMAL;NORMAL
760;1/30/2022;2022;1;202201;2022-Jan;30;Sunday;Sun;January;Jan;1;Q1;2022Q;2022 Q1;4;30;NORMAL;NORMAL
761;1/31/2022;2022;1;202201;2022-Jan;31;Monday;Mon;January;Jan;1;Q1;2022Q;2022 Q1;5;31;NORMAL;NORMAL
762;2/1/2022;2022;2;202202;2022-Feb;1;Tuesday;Tue;February;Feb;1;Q1;2022Q;2022 Q1;5;32;NORMAL;NORMAL
763;2/2/2022;2022;2;202202;2022-Feb;2;Wednesday;Wed;February;Feb;1;Q1;2022Q;2022 Q1;5;33;NORMAL;NORMAL
764;2/3/2022;2022;2;202202;2022-Feb;3;Thursday;Thu;February;Feb;1;Q1;2022Q;2022 Q1;5;34;NORMAL;NORMAL
765;2/4/2022;2022;2;202202;2022-Feb;4;Friday;Fri;February;Feb;1;Q1;2022Q;2022 Q1;5;35;NORMAL;NORMAL
766;2/5/2022;2022;2;202202;2022-Feb;5;Saturday;Sat;February;Feb;1;Q1;2022Q;2022 Q1;5;36;NORMAL;NORMAL
767;2/6/2022;2022;2;202202;2022-Feb;6;Sunday;Sun;February;Feb;1;Q1;2022Q;2022 Q1;5;37;NORMAL;NORMAL
768;2/7/2022;2022;2;202202;2022-Feb;7;Monday;Mon;February;Feb;1;Q1;2022Q;2022 Q1;6;38;NORMAL;NORMAL
769;2/8/2022;2022;2;202202;2022-Feb;8;Tuesday;Tue;February;Feb;1;Q1;2022Q;2022 Q1;6;39;NORMAL;NORMAL
770;2/9/2022;2022;2;202202;2022-Feb;9;Wednesday;Wed;February;Feb;1;Q1;2022Q;2022 Q1;6;40;NORMAL;NORMAL
771;2/10/2022;2022;2;202202;2022-Feb;10;Thursday;Thu;February;Feb;1;Q1;2022Q;2022 Q1;6;41;NORMAL;NORMAL
772;2/11/2022;2022;2;202202;2022-Feb;11;Friday;Fri;February;Feb;1;Q1;2022Q;2022 Q1;6;42;NORMAL;NORMAL
773;2/12/2022;2022;2;202202;2022-Feb;12;Saturday;Sat;February;Feb;1;Q1;2022Q;2022 Q1;6;43;NORMAL;NORMAL
774;2/13/2022;2022;2;202202;2022-Feb;13;Sunday;Sun;February;Feb;1;Q1;2022Q;2022 Q1;6;44;NORMAL;NORMAL
775;2/14/2022;2022;2;202202;2022-Feb;14;Monday;Mon;February;Feb;1;Q1;2022Q;2022 Q1;7;45;SINGULAR;Valentine's Day
776;2/15/2022;2022;2;202202;2022-Feb;15;Tuesday;Tue;February;Feb;1;Q1;2022Q;2022 Q1;7;46;NORMAL;NORMAL
777;2/16/2022;2022;2;202202;2022-Feb;16;Wednesday;Wed;February;Feb;1;Q1;2022Q;2022 Q1;7;47;NORMAL;NORMAL
778;2/17/2022;2022;2;202202;2022-Feb;17;Thursday;Thu;February;Feb;1;Q1;2022Q;2022 Q1;7;48;NORMAL;NORMAL
779;2/18/2022;2022;2;202202;2022-Feb;18;Friday;Fri;February;Feb;1;Q1;2022Q;2022 Q1;7;49;NORMAL;NORMAL
780;2/19/2022;2022;2;202202;2022-Feb;19;Saturday;Sat;February;Feb;1;Q1;2022Q;2022 Q1;7;50;NORMAL;NORMAL
781;2/20/2022;2022;2;202202;2022-Feb;20;Sunday;Sun;February;Feb;1;Q1;2022Q;2022 Q1;7;51;NORMAL;NORMAL
782;2/21/2022;2022;2;202202;2022-Feb;21;Monday;Mon;February;Feb;1;Q1;2022Q;2022 Q1;8;52;NORMAL;NORMAL
783;2/22/2022;2022;2;202202;2022-Feb;22;Tuesday;Tue;February;Feb;1;Q1;2022Q;2022 Q1;8;53;NORMAL;NORMAL
784;2/23/2022;2022;2;202202;2022-Feb;23;Wednesday;Wed;February;Feb;1;Q1;2022Q;2022 Q1;8;54;NORMAL;NORMAL
785;2/24/2022;2022;2;202202;2022-Feb;24;Thursday;Thu;February;Feb;1;Q1;2022Q;2022 Q1;8;55;NORMAL;NORMAL
786;2/25/2022;2022;2;202202;2022-Feb;25;Friday;Fri;February;Feb;1;Q1;2022Q;2022 Q1;8;56;NORMAL;NORMAL
787;2/26/2022;2022;2;202202;2022-Feb;26;Saturday;Sat;February;Feb;1;Q1;2022Q;2022 Q1;8;57;NORMAL;NORMAL
788;2/27/2022;2022;2;202202;2022-Feb;27;Sunday;Sun;February;Feb;1;Q1;2022Q;2022 Q1;8;58;NORMAL;NORMAL
789;2/28/2022;2022;2;202202;2022-Feb;28;Monday;Mon;February;Feb;1;Q1;2022Q;2022 Q1;9;59;NORMAL;NORMAL
790;3/1/2022;2022;3;202203;2022-Mar;1;Tuesday;Tue;March;Mar;1;Q1;2022Q;2022 Q1;9;60;NORMAL;NORMAL
791;3/2/2022;2022;3;202203;2022-Mar;2;Wednesday;Wed;March;Mar;1;Q1;2022Q;2022 Q1;9;61;NORMAL;NORMAL
792;3/3/2022;2022;3;202203;2022-Mar;3;Thursday;Thu;March;Mar;1;Q1;2022Q;2022 Q1;9;62;NORMAL;NORMAL
793;3/4/2022;2022;3;202203;2022-Mar;4;Friday;Fri;March;Mar;1;Q1;2022Q;2022 Q1;9;63;NORMAL;NORMAL
794;3/5/2022;2022;3;202203;2022-Mar;5;Saturday;Sat;March;Mar;1;Q1;2022Q;2022 Q1;9;64;NORMAL;NORMAL
795;3/6/2022;2022;3;202203;2022-Mar;6;Sunday;Sun;March;Mar;1;Q1;2022Q;2022 Q1;9;65;NORMAL;NORMAL
796;3/7/2022;2022;3;202203;2022-Mar;7;Monday;Mon;March;Mar;1;Q1;2022Q;2022 Q1;10;66;NORMAL;NORMAL
797;3/8/2022;2022;3;202203;2022-Mar;8;Tuesday;Tue;March;Mar;1;Q1;2022Q;2022 Q1;10;67;NORMAL;NORMAL
798;3/9/2022;2022;3;202203;2022-Mar;9;Wednesday;Wed;March;Mar;1;Q1;2022Q;2022 Q1;10;68;NORMAL;NORMAL
799;3/10/2022;2022;3;202203;2022-Mar;10;Thursday;Thu;March;Mar;1;Q1;2022Q;2022 Q1;10;69;NORMAL;NORMAL
800;3/11/2022;2022;3;202203;2022-Mar;11;Friday;Fri;March;Mar;1;Q1;2022Q;2022 Q1;10;70;NORMAL;NORMAL
801;3/12/2022;2022;3;202203;2022-Mar;12;Saturday;Sat;March;Mar;1;Q1;2022Q;2022 Q1;10;71;NORMAL;NORMAL
802;3/13/2022;2022;3;202203;2022-Mar;13;Sunday;Sun;March;Mar;1;Q1;2022Q;2022 Q1;10;72;NORMAL;NORMAL
803;3/14/2022;2022;3;202203;2022-Mar;14;Monday;Mon;March;Mar;1;Q1;2022Q;2022 Q1;11;73;NORMAL;NORMAL
804;3/15/2022;2022;3;202203;2022-Mar;15;Tuesday;Tue;March;Mar;1;Q1;2022Q;2022 Q1;11;74;NORMAL;NORMAL
805;3/16/2022;2022;3;202203;2022-Mar;16;Wednesday;Wed;March;Mar;1;Q1;2022Q;2022 Q1;11;75;NORMAL;NORMAL
806;3/17/2022;2022;3;202203;2022-Mar;17;Thursday;Thu;March;Mar;1;Q1;2022Q;2022 Q1;11;76;NORMAL;NORMAL
807;3/18/2022;2022;3;202203;2022-Mar;18;Friday;Fri;March;Mar;1;Q1;2022Q;2022 Q1;11;77;NORMAL;NORMAL
808;3/19/2022;2022;3;202203;2022-Mar;19;Saturday;Sat;March;Mar;1;Q1;2022Q;2022 Q1;11;78;NORMAL;NORMAL
809;3/20/2022;2022;3;202203;2022-Mar;20;Sunday;Sun;March;Mar;1;Q1;2022Q;2022 Q1;11;79;NORMAL;NORMAL
810;3/21/2022;2022;3;202203;2022-Mar;21;Monday;Mon;March;Mar;1;Q1;2022Q;2022 Q1;12;80;NORMAL;NORMAL
811;3/22/2022;2022;3;202203;2022-Mar;22;Tuesday;Tue;March;Mar;1;Q1;2022Q;2022 Q1;12;81;NORMAL;NORMAL
812;3/23/2022;2022;3;202203;2022-Mar;23;Wednesday;Wed;March;Mar;1;Q1;2022Q;2022 Q1;12;82;NORMAL;NORMAL
813;3/24/2022;2022;3;202203;2022-Mar;24;Thursday;Thu;March;Mar;1;Q1;2022Q;2022 Q1;12;83;NORMAL;NORMAL
814;3/25/2022;2022;3;202203;2022-Mar;25;Friday;Fri;March;Mar;1;Q1;2022Q;2022 Q1;12;84;NORMAL;NORMAL
815;3/26/2022;2022;3;202203;2022-Mar;26;Saturday;Sat;March;Mar;1;Q1;2022Q;2022 Q1;12;85;NORMAL;NORMAL
816;3/27/2022;2022;3;202203;2022-Mar;27;Sunday;Sun;March;Mar;1;Q1;2022Q;2022 Q1;12;86;NORMAL;NORMAL
817;3/28/2022;2022;3;202203;2022-Mar;28;Monday;Mon;March;Mar;1;Q1;2022Q;2022 Q1;13;87;NORMAL;NORMAL
818;3/29/2022;2022;3;202203;2022-Mar;29;Tuesday;Tue;March;Mar;1;Q1;2022Q;2022 Q1;13;88;NORMAL;NORMAL
819;3/30/2022;2022;3;202203;2022-Mar;30;Wednesday;Wed;March;Mar;1;Q1;2022Q;2022 Q1;13;89;NORMAL;NORMAL
820;3/31/2022;2022;3;202203;2022-Mar;31;Thursday;Thu;March;Mar;1;Q1;2022Q;2022 Q1;13;90;NORMAL;NORMAL
821;4/1/2022;2022;4;202204;2022-Apr;1;Friday;Fri;April;Apr;2;Q2;2022Q;2022 Q2;13;91;NORMAL;NORMAL
822;4/2/2022;2022;4;202204;2022-Apr;2;Saturday;Sat;April;Apr;2;Q2;2022Q;2022 Q2;13;92;NORMAL;NORMAL
823;4/3/2022;2022;4;202204;2022-Apr;3;Sunday;Sun;April;Apr;2;Q2;2022Q;2022 Q2;13;93;NORMAL;NORMAL
824;4/4/2022;2022;4;202204;2022-Apr;4;Monday;Mon;April;Apr;2;Q2;2022Q;2022 Q2;14;94;NORMAL;NORMAL
825;4/5/2022;2022;4;202204;2022-Apr;5;Tuesday;Tue;April;Apr;2;Q2;2022Q;2022 Q2;14;95;NORMAL;NORMAL
826;4/6/2022;2022;4;202204;2022-Apr;6;Wednesday;Wed;April;Apr;2;Q2;2022Q;2022 Q2;14;96;NORMAL;NORMAL
827;4/7/2022;2022;4;202204;2022-Apr;7;Thursday;Thu;April;Apr;2;Q2;2022Q;2022 Q2;14;97;NORMAL;NORMAL
828;4/8/2022;2022;4;202204;2022-Apr;8;Friday;Fri;April;Apr;2;Q2;2022Q;2022 Q2;14;98;NORMAL;NORMAL
829;4/9/2022;2022;4;202204;2022-Apr;9;Saturday;Sat;April;Apr;2;Q2;2022Q;2022 Q2;14;99;NORMAL;NORMAL
830;4/10/2022;2022;4;202204;2022-Apr;10;Sunday;Sun;April;Apr;2;Q2;2022Q;2022 Q2;14;100;NORMAL;NORMAL
831;4/11/2022;2022;4;202204;2022-Apr;11;Monday;Mon;April;Apr;2;Q2;2022Q;2022 Q2;15;101;NORMAL;NORMAL
832;4/12/2022;2022;4;202204;2022-Apr;12;Tuesday;Tue;April;Apr;2;Q2;2022Q;2022 Q2;15;102;NORMAL;NORMAL
833;4/13/2022;2022;4;202204;2022-Apr;13;Wednesday;Wed;April;Apr;2;Q2;2022Q;2022 Q2;15;103;NORMAL;NORMAL
834;4/14/2022;2022;4;202204;2022-Apr;14;Thursday;Thu;April;Apr;2;Q2;2022Q;2022 Q2;15;104;NORMAL;NORMAL
835;4/15/2022;2022;4;202204;2022-Apr;15;Friday;Fri;April;Apr;2;Q2;2022Q;2022 Q2;15;105;NORMAL;NORMAL
836;4/16/2022;2022;4;202204;2022-Apr;16;Saturday;Sat;April;Apr;2;Q2;2022Q;2022 Q2;15;106;NORMAL;NORMAL
837;4/17/2022;2022;4;202204;2022-Apr;17;Sunday;Sun;April;Apr;2;Q2;2022Q;2022 Q2;15;107;NORMAL;NORMAL
838;4/18/2022;2022;4;202204;2022-Apr;18;Monday;Mon;April;Apr;2;Q2;2022Q;2022 Q2;16;108;NORMAL;NORMAL
839;4/19/2022;2022;4;202204;2022-Apr;19;Tuesday;Tue;April;Apr;2;Q2;2022Q;2022 Q2;16;109;NORMAL;NORMAL
840;4/20/2022;2022;4;202204;2022-Apr;20;Wednesday;Wed;April;Apr;2;Q2;2022Q;2022 Q2;16;110;NORMAL;NORMAL
841;4/21/2022;2022;4;202204;2022-Apr;21;Thursday;Thu;April;Apr;2;Q2;2022Q;2022 Q2;16;111;NORMAL;NORMAL
842;4/22/2022;2022;4;202204;2022-Apr;22;Friday;Fri;April;Apr;2;Q2;2022Q;2022 Q2;16;112;NORMAL;NORMAL
843;4/23/2022;2022;4;202204;2022-Apr;23;Saturday;Sat;April;Apr;2;Q2;2022Q;2022 Q2;16;113;NORMAL;NORMAL
844;4/24/2022;2022;4;202204;2022-Apr;24;Sunday;Sun;April;Apr;2;Q2;2022Q;2022 Q2;16;114;NORMAL;NORMAL
845;4/25/2022;2022;4;202204;2022-Apr;25;Monday;Mon;April;Apr;2;Q2;2022Q;2022 Q2;17;115;NORMAL;NORMAL
846;4/26/2022;2022;4;202204;2022-Apr;26;Tuesday;Tue;April;Apr;2;Q2;2022Q;2022 Q2;17;116;NORMAL;NORMAL
847;4/27/2022;2022;4;202204;2022-Apr;27;Wednesday;Wed;April;Apr;2;Q2;2022Q;2022 Q2;17;117;NORMAL;NORMAL
848;4/28/2022;2022;4;202204;2022-Apr;28;Thursday;Thu;April;Apr;2;Q2;2022Q;2022 Q2;17;118;NORMAL;NORMAL
849;4/29/2022;2022;4;202204;2022-Apr;29;Friday;Fri;April;Apr;2;Q2;2022Q;2022 Q2;17;119;NORMAL;NORMAL
850;4/30/2022;2022;4;202204;2022-Apr;30;Saturday;Sat;April;Apr;2;Q2;2022Q;2022 Q2;17;120;NORMAL;NORMAL
851;5/1/2022;2022;5;202205;2022-May;1;Sunday;Sun;May;May;2;Q2;2022Q;2022 Q2;17;121;NORMAL;NORMAL
852;5/2/2022;2022;5;202205;2022-May;2;Monday;Mon;May;May;2;Q2;2022Q;2022 Q2;18;122;NORMAL;NORMAL
853;5/3/2022;2022;5;202205;2022-May;3;Tuesday;Tue;May;May;2;Q2;2022Q;2022 Q2;18;123;NORMAL;NORMAL
854;5/4/2022;2022;5;202205;2022-May;4;Wednesday;Wed;May;May;2;Q2;2022Q;2022 Q2;18;124;NORMAL;NORMAL
855;5/5/2022;2022;5;202205;2022-May;5;Thursday;Thu;May;May;2;Q2;2022Q;2022 Q2;18;125;NORMAL;NORMAL
856;5/6/2022;2022;5;202205;2022-May;6;Friday;Fri;May;May;2;Q2;2022Q;2022 Q2;18;126;NORMAL;NORMAL
857;5/7/2022;2022;5;202205;2022-May;7;Saturday;Sat;May;May;2;Q2;2022Q;2022 Q2;18;127;NORMAL;NORMAL
858;5/8/2022;2022;5;202205;2022-May;8;Sunday;Sun;May;May;2;Q2;2022Q;2022 Q2;18;128;NORMAL;NORMAL
859;5/9/2022;2022;5;202205;2022-May;9;Monday;Mon;May;May;2;Q2;2022Q;2022 Q2;19;129;SINGULAR;Mother's Day
860;5/10/2022;2022;5;202205;2022-May;10;Tuesday;Tue;May;May;2;Q2;2022Q;2022 Q2;19;130;NORMAL;NORMAL
861;5/11/2022;2022;5;202205;2022-May;11;Wednesday;Wed;May;May;2;Q2;2022Q;2022 Q2;19;131;NORMAL;NORMAL
862;5/12/2022;2022;5;202205;2022-May;12;Thursday;Thu;May;May;2;Q2;2022Q;2022 Q2;19;132;NORMAL;NORMAL
863;5/13/2022;2022;5;202205;2022-May;13;Friday;Fri;May;May;2;Q2;2022Q;2022 Q2;19;133;NORMAL;NORMAL
864;5/14/2022;2022;5;202205;2022-May;14;Saturday;Sat;May;May;2;Q2;2022Q;2022 Q2;19;134;NORMAL;NORMAL
865;5/15/2022;2022;5;202205;2022-May;15;Sunday;Sun;May;May;2;Q2;2022Q;2022 Q2;19;135;NORMAL;NORMAL
866;5/16/2022;2022;5;202205;2022-May;16;Monday;Mon;May;May;2;Q2;2022Q;2022 Q2;20;136;NORMAL;NORMAL
867;5/17/2022;2022;5;202205;2022-May;17;Tuesday;Tue;May;May;2;Q2;2022Q;2022 Q2;20;137;NORMAL;NORMAL
868;5/18/2022;2022;5;202205;2022-May;18;Wednesday;Wed;May;May;2;Q2;2022Q;2022 Q2;20;138;NORMAL;NORMAL
869;5/19/2022;2022;5;202205;2022-May;19;Thursday;Thu;May;May;2;Q2;2022Q;2022 Q2;20;139;NORMAL;NORMAL
870;5/20/2022;2022;5;202205;2022-May;20;Friday;Fri;May;May;2;Q2;2022Q;2022 Q2;20;140;NORMAL;NORMAL
871;5/21/2022;2022;5;202205;2022-May;21;Saturday;Sat;May;May;2;Q2;2022Q;2022 Q2;20;141;NORMAL;NORMAL
872;5/22/2022;2022;5;202205;2022-May;22;Sunday;Sun;May;May;2;Q2;2022Q;2022 Q2;20;142;NORMAL;NORMAL
873;5/23/2022;2022;5;202205;2022-May;23;Monday;Mon;May;May;2;Q2;2022Q;2022 Q2;21;143;NORMAL;NORMAL
874;5/24/2022;2022;5;202205;2022-May;24;Tuesday;Tue;May;May;2;Q2;2022Q;2022 Q2;21;144;NORMAL;NORMAL
875;5/25/2022;2022;5;202205;2022-May;25;Wednesday;Wed;May;May;2;Q2;2022Q;2022 Q2;21;145;NORMAL;NORMAL
876;5/26/2022;2022;5;202205;2022-May;26;Thursday;Thu;May;May;2;Q2;2022Q;2022 Q2;21;146;NORMAL;NORMAL
877;5/27/2022;2022;5;202205;2022-May;27;Friday;Fri;May;May;2;Q2;2022Q;2022 Q2;21;147;NORMAL;NORMAL
878;5/28/2022;2022;5;202205;2022-May;28;Saturday;Sat;May;May;2;Q2;2022Q;2022 Q2;21;148;NORMAL;NORMAL
879;5/29/2022;2022;5;202205;2022-May;29;Sunday;Sun;May;May;2;Q2;2022Q;2022 Q2;21;149;NORMAL;NORMAL
880;5/30/2022;2022;5;202205;2022-May;30;Monday;Mon;May;May;2;Q2;2022Q;2022 Q2;22;150;NORMAL;NORMAL
881;5/31/2022;2022;5;202205;2022-May;31;Tuesday;Tue;May;May;2;Q2;2022Q;2022 Q2;22;151;NORMAL;NORMAL
882;6/1/2022;2022;6;202206;2022-Jun;1;Wednesday;Wed;June;Jun;2;Q2;2022Q;2022 Q2;22;152;NORMAL;NORMAL
883;6/2/2022;2022;6;202206;2022-Jun;2;Thursday;Thu;June;Jun;2;Q2;2022Q;2022 Q2;22;153;NORMAL;NORMAL
884;6/3/2022;2022;6;202206;2022-Jun;3;Friday;Fri;June;Jun;2;Q2;2022Q;2022 Q2;22;154;NORMAL;NORMAL
885;6/4/2022;2022;6;202206;2022-Jun;4;Saturday;Sat;June;Jun;2;Q2;2022Q;2022 Q2;22;155;NORMAL;NORMAL
886;6/5/2022;2022;6;202206;2022-Jun;5;Sunday;Sun;June;Jun;2;Q2;2022Q;2022 Q2;22;156;NORMAL;NORMAL
887;6/6/2022;2022;6;202206;2022-Jun;6;Monday;Mon;June;Jun;2;Q2;2022Q;2022 Q2;23;157;NORMAL;NORMAL
888;6/7/2022;2022;6;202206;2022-Jun;7;Tuesday;Tue;June;Jun;2;Q2;2022Q;2022 Q2;23;158;NORMAL;NORMAL
889;6/8/2022;2022;6;202206;2022-Jun;8;Wednesday;Wed;June;Jun;2;Q2;2022Q;2022 Q2;23;159;NORMAL;NORMAL
890;6/9/2022;2022;6;202206;2022-Jun;9;Thursday;Thu;June;Jun;2;Q2;2022Q;2022 Q2;23;160;NORMAL;NORMAL
891;6/10/2022;2022;6;202206;2022-Jun;10;Friday;Fri;June;Jun;2;Q2;2022Q;2022 Q2;23;161;NORMAL;NORMAL
892;6/11/2022;2022;6;202206;2022-Jun;11;Saturday;Sat;June;Jun;2;Q2;2022Q;2022 Q2;23;162;NORMAL;NORMAL
893;6/12/2022;2022;6;202206;2022-Jun;12;Sunday;Sun;June;Jun;2;Q2;2022Q;2022 Q2;23;163;NORMAL;NORMAL
894;6/13/2022;2022;6;202206;2022-Jun;13;Monday;Mon;June;Jun;2;Q2;2022Q;2022 Q2;24;164;NORMAL;NORMAL
895;6/14/2022;2022;6;202206;2022-Jun;14;Tuesday;Tue;June;Jun;2;Q2;2022Q;2022 Q2;24;165;NORMAL;NORMAL
896;6/15/2022;2022;6;202206;2022-Jun;15;Wednesday;Wed;June;Jun;2;Q2;2022Q;2022 Q2;24;166;NORMAL;NORMAL
897;6/16/2022;2022;6;202206;2022-Jun;16;Thursday;Thu;June;Jun;2;Q2;2022Q;2022 Q2;24;167;NORMAL;NORMAL
898;6/17/2022;2022;6;202206;2022-Jun;17;Friday;Fri;June;Jun;2;Q2;2022Q;2022 Q2;24;168;NORMAL;NORMAL
899;6/18/2022;2022;6;202206;2022-Jun;18;Saturday;Sat;June;Jun;2;Q2;2022Q;2022 Q2;24;169;NORMAL;NORMAL
900;6/19/2022;2022;6;202206;2022-Jun;19;Sunday;Sun;June;Jun;2;Q2;2022Q;2022 Q2;24;170;NORMAL;NORMAL
901;6/20/2022;2022;6;202206;2022-Jun;20;Monday;Mon;June;Jun;2;Q2;2022Q;2022 Q2;25;171;NORMAL;NORMAL
902;6/21/2022;2022;6;202206;2022-Jun;21;Tuesday;Tue;June;Jun;2;Q2;2022Q;2022 Q2;25;172;NORMAL;NORMAL
903;6/22/2022;2022;6;202206;2022-Jun;22;Wednesday;Wed;June;Jun;2;Q2;2022Q;2022 Q2;25;173;NORMAL;NORMAL
904;6/23/2022;2022;6;202206;2022-Jun;23;Thursday;Thu;June;Jun;2;Q2;2022Q;2022 Q2;25;174;NORMAL;NORMAL
905;6/24/2022;2022;6;202206;2022-Jun;24;Friday;Fri;June;Jun;2;Q2;2022Q;2022 Q2;25;175;NORMAL;NORMAL
906;6/25/2022;2022;6;202206;2022-Jun;25;Saturday;Sat;June;Jun;2;Q2;2022Q;2022 Q2;25;176;NORMAL;NORMAL
907;6/26/2022;2022;6;202206;2022-Jun;26;Sunday;Sun;June;Jun;2;Q2;2022Q;2022 Q2;25;177;NORMAL;NORMAL
908;6/27/2022;2022;6;202206;2022-Jun;27;Monday;Mon;June;Jun;2;Q2;2022Q;2022 Q2;26;178;NORMAL;NORMAL
909;6/28/2022;2022;6;202206;2022-Jun;28;Tuesday;Tue;June;Jun;2;Q2;2022Q;2022 Q2;26;179;NORMAL;NORMAL
910;6/29/2022;2022;6;202206;2022-Jun;29;Wednesday;Wed;June;Jun;2;Q2;2022Q;2022 Q2;26;180;NORMAL;NORMAL
911;6/30/2022;2022;6;202206;2022-Jun;30;Thursday;Thu;June;Jun;2;Q2;2022Q;2022 Q2;26;181;NORMAL;NORMAL
912;7/1/2022;2022;7;202207;2022-Jul;1;Friday;Fri;July;Jul;3;Q3;2022Q;2022 Q3;26;182;NORMAL;NORMAL
913;7/2/2022;2022;7;202207;2022-Jul;2;Saturday;Sat;July;Jul;3;Q3;2022Q;2022 Q3;26;183;NORMAL;NORMAL
914;7/3/2022;2022;7;202207;2022-Jul;3;Sunday;Sun;July;Jul;3;Q3;2022Q;2022 Q3;26;184;NORMAL;NORMAL
915;7/4/2022;2022;7;202207;2022-Jul;4;Monday;Mon;July;Jul;3;Q3;2022Q;2022 Q3;27;185;SINGULAR;Independence Day
916;7/5/2022;2022;7;202207;2022-Jul;5;Tuesday;Tue;July;Jul;3;Q3;2022Q;2022 Q3;27;186;NORMAL;NORMAL
917;7/6/2022;2022;7;202207;2022-Jul;6;Wednesday;Wed;July;Jul;3;Q3;2022Q;2022 Q3;27;187;NORMAL;NORMAL
918;7/7/2022;2022;7;202207;2022-Jul;7;Thursday;Thu;July;Jul;3;Q3;2022Q;2022 Q3;27;188;NORMAL;NORMAL
919;7/8/2022;2022;7;202207;2022-Jul;8;Friday;Fri;July;Jul;3;Q3;2022Q;2022 Q3;27;189;NORMAL;NORMAL
920;7/9/2022;2022;7;202207;2022-Jul;9;Saturday;Sat;July;Jul;3;Q3;2022Q;2022 Q3;27;190;NORMAL;NORMAL
921;7/10/2022;2022;7;202207;2022-Jul;10;Sunday;Sun;July;Jul;3;Q3;2022Q;2022 Q3;27;191;NORMAL;NORMAL
922;7/11/2022;2022;7;202207;2022-Jul;11;Monday;Mon;July;Jul;3;Q3;2022Q;2022 Q3;28;192;NORMAL;NORMAL
923;7/12/2022;2022;7;202207;2022-Jul;12;Tuesday;Tue;July;Jul;3;Q3;2022Q;2022 Q3;28;193;NORMAL;NORMAL
